"We gratefully acknowledge the following Authors from the Originating laboratories responsible for obtaining the specimens, as well as the Submitting laboratories where the genome data were generated and shared via GISAID, on which this research is based. ",,,,,,,,,,
,,,,,,,,,,
All Submitters of data may be contacted directly via www.gisaid.org ,,,,,,,,,,
,strain,virus,gisaid_epi_isl,genbank_accession,originating_lab,submitting_lab,authors,url,title,paper_url
134268,USA/TX-HMH-7707/2020,ncov,EPI_ISL_545595,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
134379,USA/TX-HMH-7918/2020,ncov,EPI_ISL_545706,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
134417,USA/TX-HMH-7962/2020,ncov,EPI_ISL_545744,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
134455,USA/TX-HMH-8004/2020,ncov,EPI_ISL_545782,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
134466,USA/TX-HMH-8016/2020,ncov,EPI_ISL_545793,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
134528,USA/TX-HMH-823/2020,ncov,EPI_ISL_545855,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
134554,USA/TX-HMH-864/2020,ncov,EPI_ISL_545881,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
134584,USA/TX-HMH-909/2020,ncov,EPI_ISL_545911,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
134624,USA/TX-HMH-994/2020,ncov,EPI_ISL_545951,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,?,?
134678,USA/TX-HMH0151/2020,ncov,EPI_ISL_434850,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,"Molecular Architecture of Early Dissemination and Evolution of the SARS-CoV-2 Virus in Metropolitan Houston, Texas",https://dx.doi.org/10.1101/2020.05.01.072652
134689,USA/TX-HMH017/2020,ncov,EPI_ISL_434727,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,"Molecular Architecture of Early Dissemination and Evolution of the SARS-CoV-2 Virus in Metropolitan Houston, Texas",https://dx.doi.org/10.1101/2020.05.01.072652
134707,USA/TX-HMH02/2020,ncov,EPI_ISL_434713,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,"Molecular Architecture of Early Dissemination and Evolution of the SARS-CoV-2 Virus in Metropolitan Houston, Texas",https://dx.doi.org/10.1101/2020.05.01.072652
134734,USA/TX-HMH0266/2020,ncov,EPI_ISL_434895,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,"Molecular Architecture of Early Dissemination and Evolution of the SARS-CoV-2 Virus in Metropolitan Houston, Texas",https://dx.doi.org/10.1101/2020.05.01.072652
134746,USA/TX-HMH0278/2020,ncov,EPI_ISL_434906,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,"Molecular Architecture of Early Dissemination and Evolution of the SARS-CoV-2 Virus in Metropolitan Houston, Texas",https://dx.doi.org/10.1101/2020.05.01.072652
134828,USA/TX-HMH0389/2020,ncov,EPI_ISL_434976,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,"Molecular Architecture of Early Dissemination and Evolution of the SARS-CoV-2 Virus in Metropolitan Houston, Texas",https://dx.doi.org/10.1101/2020.05.01.072652
134833,USA/TX-HMH0393/2020,ncov,EPI_ISL_434980,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,"Molecular Architecture of Early Dissemination and Evolution of the SARS-CoV-2 Virus in Metropolitan Houston, Texas",https://dx.doi.org/10.1101/2020.05.01.072652
134846,USA/TX-HMH0405/2020,ncov,EPI_ISL_434991,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,"Molecular Architecture of Early Dissemination and Evolution of the SARS-CoV-2 Virus in Metropolitan Houston, Texas",https://dx.doi.org/10.1101/2020.05.01.072652
134862,USA/TX-HMH0422/2020,ncov,EPI_ISL_435005,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,"Molecular Architecture of Early Dissemination and Evolution of the SARS-CoV-2 Virus in Metropolitan Houston, Texas",https://dx.doi.org/10.1101/2020.05.01.072652
134881,USA/TX-HMH044/2020,ncov,EPI_ISL_434753,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,"Molecular Architecture of Early Dissemination and Evolution of the SARS-CoV-2 Virus in Metropolitan Houston, Texas",https://dx.doi.org/10.1101/2020.05.01.072652
134892,USA/TX-HMH046/2020,ncov,EPI_ISL_434755,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,"Molecular Architecture of Early Dissemination and Evolution of the SARS-CoV-2 Virus in Metropolitan Houston, Texas",https://dx.doi.org/10.1101/2020.05.01.072652
134915,USA/TX-HMH067/2020,ncov,EPI_ISL_434776,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,"Molecular Architecture of Early Dissemination and Evolution of the SARS-CoV-2 Virus in Metropolitan Houston, Texas",https://dx.doi.org/10.1101/2020.05.01.072652
134931,USA/TX-HMH081/2020,ncov,EPI_ISL_434790,?,Houston Methodist Hospital,Houston Methodist Hospital,S. Wesley Long et al,https://www.gisaid.org,"Molecular Architecture of Early Dissemination and Evolution of the SARS-CoV-2 Virus in Metropolitan Houston, Texas",https://dx.doi.org/10.1101/2020.05.01.072652
134969,USA/TX-QDX-204/2020,ncov,EPI_ISL_494548,MT786847.1,Quest Diagnostics,Quest Diagnostics,Anderson et al,https://www.gisaid.org,?,?
134975,USA/TX-QDX-255/2020,ncov,EPI_ISL_498741,MT806803.1,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
135202,USA/UT-01437/2020,ncov,EPI_ISL_436917,MT444615.1,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
135214,USA/UT-01568/2020,ncov,EPI_ISL_449819,MT535490.1,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
135270,USA/UT-01852/2020,ncov,EPI_ISL_470657,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
135339,USA/UT-02025/2020,ncov,EPI_ISL_454731,MT536977.1,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
135422,USA/UT-02514/2020,ncov,EPI_ISL_493102,MT782371.1,Utah Public Health Laboratory,Utah Public Health Laboratory,Heidi Butz et al,https://www.gisaid.org,?,?
135504,USA/UT-02760/2020,ncov,EPI_ISL_522276,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
135618,USA/UT-02981/2020,ncov,EPI_ISL_522290,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
135691,USA/UT-03293/2020,ncov,EPI_ISL_493017,MT780137.1,Utah Public Health Laboratory,Utah Public Health Laboratory,Heidi Butz et al,https://www.gisaid.org,?,?
135723,USA/UT-03434/2020,ncov,EPI_ISL_498663,MT873927.1,Utah Public Health Laboratory,Utah Public Health Laboratory,Heidi Butz et al,https://www.gisaid.org,?,?
135841,USA/UT-03950/2020,ncov,EPI_ISL_454728,MT536974.1,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
135919,USA/UT-04172/2020,ncov,EPI_ISL_493050,MT782360.1,Utah Public Health Laboratory,Utah Public Health Laboratory,Heidi Butz et al,https://www.gisaid.org,?,?
135974,USA/UT-04836/2020,ncov,EPI_ISL_470566,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
136004,USA/UT-0534/2020,ncov,EPI_ISL_435368,MT444577.1,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
136047,USA/UT-077/2020,ncov,EPI_ISL_430028,MT444523.1,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
136118,USA/UT-08354/2020,ncov,EPI_ISL_524139,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin L. Young et al,https://www.gisaid.org,?,?
136173,USA/UT-08415/2020,ncov,EPI_ISL_524193,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin L. Young et al,https://www.gisaid.org,?,?
136446,USA/UT-CDC-9770/2020,ncov,EPI_ISL_509707,MT844025.1,Utah Public Health Laboratory,"Pathogen Discovery, Respiratory Viruses Branch, Division of Viral Diseases, Centers for Disease Control and Prevention",Jing Zhang et al,https://www.gisaid.org,?,?
136453,USA/UT-QDX-1276/2020,ncov,EPI_ISL_572042,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
136459,USA/UT-QDX-1282/2020,ncov,EPI_ISL_572048,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
136486,USA/UT-UPHL-01354/2020,ncov,EPI_ISL_575038,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
136487,USA/UT-UPHL-01358/2020,ncov,EPI_ISL_575039,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
136493,USA/UT-UPHL-01382/2020,ncov,EPI_ISL_575045,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
136495,USA/UT-UPHL-01388/2020,ncov,EPI_ISL_575047,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
136503,USA/UT-UPHL-01408/2020,ncov,EPI_ISL_575055,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
136559,USA/UT-UPHL-02822/2020,ncov,EPI_ISL_575085,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
136659,USA/UT-UPHL-03793/2020,ncov,EPI_ISL_560922,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin Young et al,https://www.gisaid.org,?,?
136895,USA/UT-UPHL-2008812/2020,ncov,EPI_ISL_524837,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin L. Young et al,https://www.gisaid.org,?,?
136988,USA/UT-UPHL-2008927/2020,ncov,EPI_ISL_525032,?,Utah Public Health Laboratory,Utah Public Health Laboratory,Erin L. Young et al,https://www.gisaid.org,?,?
137357,USA/VA-DCLS-0006/2020,ncov,EPI_ISL_419257,MT322399.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137376,USA/VA-DCLS-0040/2020,ncov,EPI_ISL_420022,MT322419.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137417,USA/VA-DCLS-0084/2020,ncov,EPI_ISL_429982,MT415905.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137449,USA/VA-DCLS-0131/2020,ncov,EPI_ISL_437770,MT482117.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137463,USA/VA-DCLS-0151/2020,ncov,EPI_ISL_437784,MT482131.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137468,USA/VA-DCLS-0156/2020,ncov,EPI_ISL_437789,MT482136.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137485,USA/VA-DCLS-0174/2020,ncov,EPI_ISL_437390,MT450876.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137490,USA/VA-DCLS-0179/2020,ncov,EPI_ISL_437395,MT450881.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137520,USA/VA-DCLS-0210/2020,ncov,EPI_ISL_437425,MT450911.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137524,USA/VA-DCLS-0214/2020,ncov,EPI_ISL_437429,MT450915.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137546,USA/VA-DCLS-0239/2020,ncov,EPI_ISL_452814,MT558665.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137562,USA/VA-DCLS-0257/2020,ncov,EPI_ISL_452830,MT558681.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137573,USA/VA-DCLS-0272/2020,ncov,EPI_ISL_452841,MT558692.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137574,USA/VA-DCLS-0273/2020,ncov,EPI_ISL_452842,MT558693.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137671,USA/VA-DCLS-0401/2020,ncov,EPI_ISL_467796,MT680231.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137695,USA/VA-DCLS-0426/2020,ncov,EPI_ISL_477642,MT679166.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137699,USA/VA-DCLS-0430/2020,ncov,EPI_ISL_477646,MT679170.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137715,USA/VA-DCLS-0449/2020,ncov,EPI_ISL_477662,MT679186.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137741,USA/VA-DCLS-0483/2020,ncov,EPI_ISL_526790,MT951937.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137795,USA/VA-DCLS-0561/2020,ncov,EPI_ISL_485861,MT913080.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137835,USA/VA-DCLS-0608/2020,ncov,EPI_ISL_526825,MT951971.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137862,USA/VA-DCLS-0641/2020,ncov,EPI_ISL_495313,MT791948.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137908,USA/VA-DCLS-0693/2020,ncov,EPI_ISL_500854,MT911819.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137911,USA/VA-DCLS-0701/2020,ncov,EPI_ISL_500857,MT911822.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137916,USA/VA-DCLS-0709/2020,ncov,EPI_ISL_500862,MT911827.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137957,USA/VA-DCLS-0767/2020,ncov,EPI_ISL_526883,MT952651.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137987,USA/VA-DCLS-0813/2020,ncov,EPI_ISL_516694,MT913129.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
137996,USA/VA-DCLS-0831/2020,ncov,EPI_ISL_516703,MT913137.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138027,USA/VA-DCLS-0877/2020,ncov,EPI_ISL_516668,MT913104.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138035,USA/VA-DCLS-0887/2020,ncov,EPI_ISL_516676,MT913112.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138037,USA/VA-DCLS-0891/2020,ncov,EPI_ISL_516678,MT913113.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138055,USA/VA-DCLS-0917/2020,ncov,EPI_ISL_522788,MT929085.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138060,USA/VA-DCLS-0923/2020,ncov,EPI_ISL_522793,MT929090.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138063,USA/VA-DCLS-0928/2020,ncov,EPI_ISL_522796,MT929093.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138067,USA/VA-DCLS-0935/2020,ncov,EPI_ISL_522800,MT929097.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138068,USA/VA-DCLS-0936/2020,ncov,EPI_ISL_522801,MT929098.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138073,USA/VA-DCLS-0997/2020,ncov,EPI_ISL_526899,MT952673.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138085,USA/VA-DCLS-1021/2020,ncov,EPI_ISL_526911,MT952684.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138095,USA/VA-DCLS-1037/2020,ncov,EPI_ISL_526921,MT952693.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138098,USA/VA-DCLS-1040/2020,ncov,EPI_ISL_526924,MT952696.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138101,USA/VA-DCLS-1044/2020,ncov,EPI_ISL_526927,MT952698.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138103,USA/VA-DCLS-1046/2020,ncov,EPI_ISL_526929,MT952700.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138136,USA/VA-DCLS-1120/2020,ncov,EPI_ISL_529918,MT992733.1,Virginia Division of Consolidated Laboratory Services,Virginia Division of Consolidated Laboratory Services,Virginia DCLS et al,https://www.gisaid.org,?,?
138139,USA/VA-DCLS-1124/2020,ncov,EPI_ISL_529921,MT992736.1,Virginia Division of Consolidated Laboratory Services,Virginia Division of Consolidated Laboratory Services,Virginia DCLS et al,https://www.gisaid.org,?,?
138141,USA/VA-DCLS-1130/2020,ncov,EPI_ISL_529923,MT992738.1,Virginia Division of Consolidated Laboratory Services,Virginia Division of Consolidated Laboratory Services,Virginia DCLS et al,https://www.gisaid.org,?,?
138142,USA/VA-DCLS-1131/2020,ncov,EPI_ISL_529924,MT992739.1,Virginia Division of Consolidated Laboratory Services,Virginia Division of Consolidated Laboratory Services,Virginia DCLS et al,https://www.gisaid.org,?,?
138144,USA/VA-DCLS-1134/2020,ncov,EPI_ISL_529926,MT992741.1,Virginia Division of Consolidated Laboratory Services,Virginia Division of Consolidated Laboratory Services,Virginia DCLS et al,https://www.gisaid.org,?,?
138147,USA/VA-DCLS-1139/2020,ncov,EPI_ISL_529929,MT992744.1,Virginia Division of Consolidated Laboratory Services,Virginia Division of Consolidated Laboratory Services,Virginia DCLS et al,https://www.gisaid.org,?,?
138150,USA/VA-DCLS-1144/2020,ncov,EPI_ISL_529932,MT992747.1,Virginia Division of Consolidated Laboratory Services,Virginia Division of Consolidated Laboratory Services,Virginia DCLS et al,https://www.gisaid.org,?,?
138192,USA/VA-DCLS-1209/2020,ncov,EPI_ISL_572280,?,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138211,USA/VA-DCLS-1241/2020,ncov,EPI_ISL_528660,MT981106.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138236,USA/VA-DCLS-1273/2020,ncov,EPI_ISL_529959,MT993886.1,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138300,USA/VA-DCLS-1402/2020,ncov,EPI_ISL_572240,?,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138325,USA/VA-DCLS-1440/2020,ncov,EPI_ISL_572307,?,Virginia DCLS,Virginia DCLS,Virginia DCLS et al,https://www.gisaid.org,?,?
138536,USA/WA-QDX-1104/2020,ncov,EPI_ISL_571908,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
138555,USA/WA-QDX-564/2020,ncov,EPI_ISL_571404,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
138560,USA/WA-QDX-818/2020,ncov,EPI_ISL_571562,?,Quest Diagnostics,Quest Diagnostics,Rosenthal et al,https://www.gisaid.org,?,?
138611,USA/WA-S1043/2020,ncov,EPI_ISL_463533,MT642326.1,Washington State Department of Health,Seattle Flu Study,Chu et al et al,https://www.gisaid.org,?,?
138766,USA/WA-S1183/2020,ncov,EPI_ISL_463673,?,Washington State Department of Health,Seattle Flu Study,Chu et al et al,https://www.gisaid.org,?,?
138858,USA/WA-S1266/2020,ncov,EPI_ISL_495716,MT821676.1,Washington State Department of Health,Seattle Flu Study,Deborah A. Nickerson et al,https://www.gisaid.org,?,?
138860,USA/WA-S1268/2020,ncov,EPI_ISL_495718,MT821750.1,Washington State Department of Health,Seattle Flu Study,Deborah A. Nickerson et al,https://www.gisaid.org,?,?
138865,USA/WA-S1272/2020,ncov,EPI_ISL_495722,MT821740.1,Washington State Department of Health,Seattle Flu Study,Deborah A. Nickerson et al,https://www.gisaid.org,?,?
138881,USA/WA-S1287/2020,ncov,EPI_ISL_495737,MT821728.1,Washington State Department of Health,Seattle Flu Study,Deborah A. Nickerson et al,https://www.gisaid.org,?,?
138980,USA/WA-S1376/2020,ncov,EPI_ISL_495826,MT821687.1,Washington State Department of Health,Seattle Flu Study,Deborah A. Nickerson et al,https://www.gisaid.org,?,?
139091,USA/WA-S1480/2020,ncov,EPI_ISL_495655,MT821776.1,Seattle Flu Study,Seattle Flu Study,Deborah A. Nickerson et al,https://www.gisaid.org,?,?
